CountryCode,Year,inflation_cpi_yoy,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,net_lending_gdp_lag1,broad_money_growth_lag2
NZL,2022,7.17222476016441,0.0931506849315068,0.0931506849315068,0.1397260273972602,0.1397260273972602,0.0,0.0,0.1095890410958904,0.3527397260273973,-1.92474970423924,12.1779427157231
NZL,2023,5.73316283034957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45250676072301,7.05943403469145
NZL,2024,2.92279782301957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66098885862242,1.8325450583825
POL,2022,14.4294507575758,0.3643835616438356,0.1315068493150684,0.0698630136986301,0.1212328767123287,0.0,0.0,0.0,0.1041095890410958,-2.30300903469373,16.4293093435368
POL,2023,11.5289127961105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0056919876808,8.91363801981589
POL,2024,3.7842600751287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.54136329910865,5.24723702348228
PRY,2022,9.76556667164402,0.1242009132420091,0.1242009132420091,0.1945205479452054,0.108904109589041,0.0,0.0,0.0,0.2041095890410958,-3.38554658369459,19.2223570247061
PRY,2023,4.63202285403356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6377298306874,8.308153991536
PRY,2024,3.83540271728533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.81724810457824,4.12245860148309
RWA,2022,17.6892095588153,0.1114155251141552,0.2100456621004565,0.121917808219178,0.121917808219178,0.147945205479452,0.1150684931506849,0.4876712328767123,0.1541095890410959,-5.34706137584831,21.4279673585105
RWA,2023,19.789546746467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.89082459607102,18.2715266588691
RWA,2024,1.77029240198635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.09200206837411,22.9141984849565
SEN,2022,9.69681899081073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-5.95485091099807,12.3385377863321
SEN,2023,5.93947798773215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.57411567303937,15.340598354988
SEN,2024,0.804503298792438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.94412926611322,21.5700223985475
SLV,2022,7.19861615609867,0.3433789954337899,0.3333333333333333,0.2506849315068493,0.2931506849315068,0.0,0.0,0.0,0.0164383561643835,-2.89913556178843,8.87235395107724
SLV,2023,4.04554694222477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.727005734525,2.25799085747399
SLV,2024,0.853782292567288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81757812236921,4.6496099734149
SWE,2022,8.36929098869189,0.0356164383561643,0.0100456621004566,0.0534246575342465,0.0821917808219178,0.0,0.0255707762557077,0.0,0.0616438356164383,-0.66385369599244,18.1336662046918
SWE,2023,8.54862489748902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714787373321883,10.4475315520707
SWE,2024,2.83581658224034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301569852911852,2.87099561636584
TGO,2022,7.96757361617945,0.0821917808219178,0.2885844748858447,0.6808219178082192,0.75,0.0,0.5077625570776255,0.0,0.3212328767123287,-4.78087108161796,11.5850928864143
TGO,2023,5.48928568141131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.56898246697899,12.2797760765898
TGO,2024,2.86262074089801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.16684890343541,15.3624655849792
THA,2022,-1.61068030486688,0.3735159817351597,0.4073059360730593,0.3178082191780822,0.3294520547945205,0.0,0.0,0.1945205479452054,0.2554794520547945,-7.03367097198837,10.159916138524
THA,2023,8.47805174421543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.86113869107009,4.80510932600992
THA,2024,1.36580540798037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.20062108862163,3.87577190401605
TON,2022,10.9713652903022,0.3990867579908675,0.439269406392694,0.4575342465753425,0.4383561643835616,0.2630136986301369,0.4913242009132419,0.589041095890411,0.6856164383561644,-0.868420937349848,17.4805288891808
TON,2023,6.35112980255189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.816092082015448,16.1189729727304
TON,2024,3.18364611260051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25875517266331,3.60913122262904
UGA,2022,7.1957888597581,0.1214611872146118,0.6666666666666666,0.2917808219178082,0.2397260273972602,0.9671232876712328,0.0438356164383561,0.010958904109589,0.25,-7.93130401839399,17.1323242180716
UGA,2023,5.35094804280395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.74284901708679,5.03542937653591
UGA,2024,3.3233806708656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9423963934614,7.50270902859625
UKR,2022,20.1836366617478,0.0767123287671232,0.147945205479452,0.2219178082191781,0.0,0.1835616438356164,0.073972602739726,0.2301369863013698,0.3226027397260274,-3.53360366430991,28.6236079216128
UKR,2023,12.8490222828559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.9916325546648,11.9648544109257
UKR,2024,6.50198464669254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.5739096835362,20.7720424103957
USA,2022,8.00279982052121,0.3890410958904109,0.3333333333333333,0.1506849315068493,0.1589041095890411,0.4123287671232877,0.2191780821917808,0.1273972602739726,0.25,-12.8565955081564,17.1995063481486
USA,2023,4.11633838374488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.48836352890327,16.8566833650737
USA,2024,2.94952520485207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.25405214191401,-0.842802579864598
UZB,2022,11.4466436998836,0.0977168949771689,0.0721461187214611,0.3465753424657534,0.2047945205479452,0.0,0.0,0.1315068493150684,0.210958904109589,-4.18824947629156,17.7006473999362
UZB,2023,9.95659071258018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.55671090328651,29.6776167679218
UZB,2024,9.62825465956682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.27494524699098,30.174954487344
ZAF,2022,7.03987272546482,0.0456621004566209,0.3141552511415524,0.3438356164383561,0.2904109589041095,0.2356164383561644,0.0,0.0,0.1178082191780822,-4.55050349622387,9.42732646118054
ZAF,2023,6.0752438457966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.14746885999561,5.70998519867421
ZAF,2024,4.36115246518962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.20784933705069,8.63772594295266
