variable,coef,std_err,t,p
const,2.600567330923731e-15,4.735657622117887e-16,5.491459768497162,3.9862513503377994e-08
demand_restrictions_dm,19.93227966234608,19.31573724306571,1.0319191761371524,0.30210998187463534
supply_restrictions_dm,1.381768169154872,10.869938074435758,0.1271183110421351,0.8988467589152478
net_lending_gdp_lag1_dm,0.01411267859716574,0.25631604062052726,0.05505967774392781,0.956090919886592
broad_money_growth_lag2_dm,0.6898725214708726,0.5549031647135492,1.243230468557513,0.2137829180763925
