CountryCode,Year,inflation_cpi_yoy,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,net_lending_gdp_lag1,broad_money_growth_lag2,demand_restrictions,supply_restrictions,restriction_index,inflation_cpi_yoy_dm,demand_restrictions_dm,supply_restrictions_dm,net_lending_gdp_lag1_dm,broad_money_growth_lag2_dm,restriction_index_dm
GTM,2022,6.88512823344287,0.6666666666666666,0.2456621004566209,0.6013698630136987,0.6636986301369863,0.4835616438356164,0.1068493150684931,0.0,0.1657534246575342,-1.14900209809302,18.0658483465903,0.3429794520547945,0.29832572298325716,0.32384213959556424,0.1436103448325312,0.13335507719069362,0.08643545698340215,0.9526981620875716,4.019334285318539,0.11324666853042586
GTM,2023,6.20657592272126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.70787872678475,8.02431661031368,0.0,0.0,0.0,1.2479539470508207,-0.06667753859534682,-0.04321772849170108,-0.8942400384281997,-2.18262343345533,-0.056623334265212946
GTM,2024,2.86992752918294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25751927993897,7.008374832993,0.0,0.0,0.0,-1.3915642918833413,-0.06667753859534682,-0.04321772849170108,-0.05845812365937153,-1.8367108518632165,-0.056623334265212946
ISL,2022,8.3087551155892,0.0502283105022831,0.0502283105022831,0.0753424657534246,0.1164383561643835,0.0,0.0,0.0,0.0472602739726027,-7.08057458126445,7.36536446591488,0.047945205479452024,0.03249619482496193,0.04132420091324198,-0.7461844161263969,-0.06333442052620136,-0.09078422845546132,-2.7801354549147455,-4.681732067577052,-0.07509862392445563
ISL,2023,8.73630299937298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55233129678637,10.8672085465442,0.0,0.0,0.0,1.4642593805972837,0.03166721026310068,0.045392114227730665,0.46004625773929364,2.6596860305550205,0.03754931196222781
ISL,2024,5.85683849970066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07771082527326,8.86771419409841,0.0,0.0,0.0,-0.7180749644708779,0.03166721026310068,0.045392114227730665,2.3200891971754523,2.0220460370220223,0.03754931196222781
JOR,2022,4.22915568897117,0.0,0.1497716894977168,0.0808219178082191,0.2246575342465753,0.0,0.0,0.0,0.1212328767123287,-5.26503751900911,5.73527582553463,0.07636986301369861,0.0903348554033485,0.08235485975212,0.18464114044917324,-0.04438464883670365,-0.05222512140320361,0.42471215485410463,-3.32819085213438,-0.04774485136520361
JOR,2023,2.08486986327134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.48515275513556,7.03569292231946,0.0,0.0,0.0,-0.17674877231075747,0.022192324418351814,0.02611256070160181,-0.08346465309638651,1.8118002621532021,0.023872425682601808
JOR,2024,1.55659611283953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.12835807171994,5.37842889123464,0.0,0.0,0.0,-0.007892368138408656,0.022192324418351814,0.02611256070160181,-0.3412475017577181,1.5163905899811745,0.023872425682601808
KAZ,2022,15.0278644440851,0.1260273972602739,0.1159817351598173,0.2602739726027397,0.2602739726027397,0.0383561643835616,0.1178082191780822,0.2904109589041095,0.2068493150684931,-4.43154397559644,16.8638143050986,0.23219178082191777,0.12039573820395733,0.18427919112850616,0.7427926377088099,0.05949662970210913,-0.03218453286946439,-2.1452686827562,-3.3501720901314993,0.020204702885720488
KAZ,2023,14.7249900200331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908082609565766,20.7944085922016,0.0,0.0,0.0,2.2228141265967096,-0.029748314851054572,0.016092266434732203,1.9062963305819638,4.419996214474251,-0.010102351442860251
KAZ,2024,8.83943897452672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14466383676501,13.9427338944718,0.0,0.0,0.0,-2.9656067643055124,-0.029748314851054572,0.016092266434732203,0.23897235217423685,-1.0698241243427553,-0.010102351442860251
KHM,2022,5.34370264895437,0.3123287671232876,0.1470319634703196,0.184931506849315,0.0780821917808219,0.0,0.0054794520547945,0.0438356164383561,0.1904109589041095,-5.16502013090928,15.2872472711995,0.07808219178082187,0.11248097412480969,0.09282452707110236,1.162991111648731,-0.04324309632528814,-0.03746104225556281,-1.4817515637220033,-1.021074940265958,-0.040765073152548695
KHM,2023,2.12746796594194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.366650655844595,16.4029214353518,0.0,0.0,0.0,-0.27034765842379826,0.02162154816264406,0.018730521127781417,2.02855633951864,3.934173241389093,0.02038253657627435
KHM,2024,0.808042016536654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.32743423908292,8.19379553392677,0.0,0.0,0.0,-0.8926434532249257,0.02162154816264406,0.018730521127781417,-0.5468047757966361,-2.9130983011231457,0.02038253657627435
KOR,2022,5.08951365062842,0.0337899543378995,0.1954337899543378,0.1465753424657534,0.2931506849315068,0.0,0.0,0.0,0.2719178082191781,-0.723170898823262,9.82376218361547,0.10993150684931505,0.15578386605783864,0.1295825179386823,-0.0010314053175441984,-0.02201021961295936,-0.008592447633543512,1.170657615094144,-2.1090084500899575,-0.016259745907495404
KOR,2023,3.5974562502901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74784573119289,12.9335375506965,0.0,0.0,0.0,0.2898071072840356,0.011005109806479667,0.004296223816771763,-1.1420787890995256,4.840340934493824,0.008129872953747702
KOR,2024,2.32174328643542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.01976823601103,4.00000977288601,0.0,0.0,0.0,-0.28877570196648605,0.011005109806479667,0.004296223816771763,-0.02857882599461714,-2.7313324844038736,0.008129872953747702
